Id,ORGANIZATION,NAME,GENDER,SPECIALITY,ADDRESS,CITY,STATE,ZIP,LAT,LON,ENCOUNTERS,PROCEDURES
2dce289e-28c6-3f24-b9ae-d1cb9574f9b9,517e7a81-a585-37a8-b3d2-1c1102a31460,Rashida558 Nolan344,F,GENERAL PRACTICE,3516A FRANCIS LEWIS BLVD,FLUSHING,NY,113581954,40.7654301,-73.8174291,18,0
d85a3ef3-4a7a-387f-8457-b0f0262babb8,ae6a1bfa-3f32-31cd-97fd-5eb843c0b22d,Sanora914 Wilderman619,F,GENERAL PRACTICE,16403 HILLSIDE AVE,JAMAICA,NY,114324140,40.7092969,-73.7972418,5,0
6a4c71be-3c1e-3f6e-b270-d61ff33a76bb,a5ddd33b-ebef-3950-8ce8-6ba1e0538ef5,Araceli695 Medhurst46,F,GENERAL PRACTICE,25 ROBERT PITT DRIVE,MONSEY,NY,109523366,41.110622,-74.0657849,28,0
f90afe78-225b-3341-a752-9f118c76085a,bc909f82-2f2f-334b-aec1-019684ad2d7e,Twila243 Kessler503,F,GENERAL PRACTICE,90 SOUTH RIDGE STREET,RYE BROOK,NY,105732867,41.0045544,-73.6828778,16,0
e865a7eb-7d38-30a0-a1dd-01c75cd0ff79,b1183ba6-ba0b-343c-9d35-5dae5157a80b,Ruben688 Lesch175,M,GENERAL PRACTICE,1228 E MAIN ST,RIVERHEAD,NY,119012675,40.931373949999994,-72.64974924894308,23,0
d2423bab-61ef-3098-9335-afa166791ff2,ebcdda7a-275e-34aa-b8bb-3882a4e76def,Clotilde434 Howe413,F,GENERAL PRACTICE,101 HOSPITAL ROAD,EAST PATCHOGUE,NY,117724870,40.7802502,-72.97642105305104,38,0
1a711751-190b-3326-a529-257cdfdb033f,568c5378-73e6-3686-bc08-1eb50eb315b2,Eduardo902 Thompson596,M,GENERAL PRACTICE,1275 YORK AVE,NEW YORK,NY,100656007,40.7644418,-73.95695491103503,9,0
057db928-8c38-3e0c-a975-4d5652d0e7bd,a8e4917e-7283-331c-838c-f4b9bb91e0c4,Blair400 Kreiger457,M,GENERAL PRACTICE,2195 E 22ND ST,BROOKLYN,NY,112241913,40.597853650000005,-73.94878043119135,49,0
6d2c0bf6-6e3c-348e-bae4-a2aba9b24b11,1610e627-683c-30ab-9771-3210f46d2493,Doyle959 Kling921,M,GENERAL PRACTICE,1072 HAVEMEYER AVE,BRONX,NY,104625310,40.83066957142857,-73.84747602040817,1,0
86c79b52-6e05-37b0-9b41-dfe30601c2c8,16057f69-c6b9-35d5-8719-b6fcba1104a3,Clemente531 Polanco94,M,GENERAL PRACTICE,213 STATE ROUTE 245,STANLEY,NY,145619580,42.8250665,-77.0958052,29,0
b6c57186-395e-3526-829e-ae52a69cd388,03f97d0d-6416-356d-8ead-8ac2ead24663,Olympia319 Bradtke547,F,GENERAL PRACTICE,8720 QUEENS BLVD,WOODSIDE,NY,113775776,40.7422133,-73.9110621,42,0
677f1c07-e235-31d7-b628-cb958dc4c57c,1ac40a4a-ef9c-3205-ba0c-b522629847ff,Dusty207 Franecki195,M,GENERAL PRACTICE,101 HOSPITAL ROAD,PATCHOGUE,NY,117723003,40.7802502,-72.97642105305104,26,0
7d98b5b8-0594-3bee-b78f-672904f208b2,c75ebac3-8156-3de4-bc7d-f7d68a326773,Cherrie404 Conn188,F,GENERAL PRACTICE,921 E NEW YORK AVE,BROOKLYN,NY,112031301,40.6628653,-73.9327888,28,0
c79b5df6-f607-3b7e-ae98-952bf67fe5ee,4c6c429f-03b7-3eb8-ae5d-672bb46d69a9,Aurore252 Farrell962,F,GENERAL PRACTICE,650 WARREN STREET,ALBANY,NY,122082998,42.6587082,-73.78713619999999,27,0
cc5996a0-cd43-3208-8d24-85939f346626,8abaf686-c53f-3679-b2ba-cb758c7bca09,Aleen595 Lueilwitz711,F,GENERAL PRACTICE,972 BRUSH HOLLOW RD,GLEN COVE,NY,115422254,40.8641845,-73.6319174,61,0
53267f2a-7eac-301f-83f4-470a1b713e88,99be8ecf-da9c-3f46-9adf-03c070550a82,Ellis535 Kreiger457,M,GENERAL PRACTICE,2090 ALBANY POST ROAD,MONTROSE,NY,105481462,41.2405971,-73.92696229346268,2,0
b67bc128-2cc8-358a-972f-e772ee000de8,45a4b3f6-95d7-38d8-b43a-76c2e0537024,Randolph418 Flatley871,M,GENERAL PRACTICE,20 WEST FAIRMOUNT AVENUE,LAKEWOOD,NY,147501702,42.098144500000004,-79.3281165,1,0
11539498-dd3c-38d8-a5a6-56a2d1479dde,99c54bed-b9f5-3b59-8433-f95e0d75aac1,Jennefer743 Hudson301,F,GENERAL PRACTICE,1 SCHOOL ST,GOWANDA,NY,140701143,42.46547075,-78.9377973010445,85,0
d46f8ac9-35de-3689-9458-e4237c7d16b0,e9cb9031-ed8d-33cb-acbf-bc6c807bb0eb,Trinidad33 O'Reilly797,M,GENERAL PRACTICE,110-30 221ST STREET,QUEENS VILLAGE,NY,114292531,40.7296847,-73.7421371,4,0
029c27cc-33d0-378d-8fed-790368fd7076,b9705f8b-751d-3109-b6a1-03f4d51b4661,Dennis979 Effertz744,F,GENERAL PRACTICE,77 WEST BARNEY STREET,GOUVERNEUR,NY,136421040,44.3376247,-75.474246,36,0
d0d1e98d-f655-322e-8c6d-c36da36d96e6,6462d7ee-1359-3355-8c12-bf7cf17a032a,Cira533 Jakubowski832,F,GENERAL PRACTICE,100 HIGH ST,BUFFALO,NY,142031126,42.901239399999994,-78.86579918837745,265,0
34e8ecfa-0eb6-39f3-aa60-66a45b2fc164,f385858e-2578-35e2-9786-faf0aa4ccb14,Shirley182 Vandervort697,M,GENERAL PRACTICE,3457 NOSTRAND AVE,BROOKLYN,NY,112295131,40.599676599999995,-73.94118767275542,2,0
a5105ccb-3b7f-37a1-a3ae-ffd11c226143,19de58f9-5f51-3313-9374-b65db1041a8d,Marlin805 Breitenberg711,M,GENERAL PRACTICE,5 GRACE CHURCH ST,PORT CHESTER,NY,105734911,40.9976151,-73.6651519,72,0
6b9d862d-e21b-344e-b27b-6246a14ca337,7e401438-9dff-3782-a97c-dc27ddfd9e20,Althea11 Ankunding277,F,GENERAL PRACTICE,83 MAIDEN LN,NEW YORK,NY,100384812,40.7075612,-74.0075651,147,0
4988f902-9abf-3546-811e-e055cfa3e301,be9c96bb-6e39-3e37-8e64-de57be17402f,Jeniffer557 Wolf938,F,GENERAL PRACTICE,100 PORT WASHINGTON BLVD,WEST ISLIP,NY,117953105,40.7058564,-73.3077301,161,0
4ffadf54-c31c-35bc-aa53-b2f1395ff53a,e57c26bc-b32e-3726-b42a-e7e95565c720,Leanora120 Pacocha935,F,GENERAL PRACTICE,2094 Albany Post Rd.,Montrose,NY,10548,41.2446,-73.926155,5,0
69416452-de17-33bc-9b8c-fecaf7b7b8c5,da937521-e3ab-3466-a11f-b9982b7f7d68,Harold594 Murray856,M,GENERAL PRACTICE,400 AVENUE X,BROOKLYN,NY,112236008,40.5906325,-73.9679519381329,28,0
c3b7edee-d1a3-3c9b-81b3-0d63e5c08729,7a1f3e52-d6c6-3c23-b239-c6d754b1267d,Delena885 Greenfelder433,F,GENERAL PRACTICE,2632 E 14TH ST,BROOKLYN,NY,112353916,40.587127100000004,-73.95540325188591,1,0
7b43db52-30b5-31d0-87b2-48eafef8038b,ddedf1c8-1fa0-380f-9f7c-63ea1d0333ce,Kurtis994 Paucek755,M,GENERAL PRACTICE,101 LOUDEN AVE.,AMITYVILLE,NY,117012736,40.684881,-73.4237347,5,0
aee08abc-eeab-33d8-9d87-c1dd0d3aad53,c27a97ae-244c-3c79-a98a-d5d5ee01c96d,Mathew182 Cummings51,M,GENERAL PRACTICE,4422 THIRD AVENUE,BRONX,NY,104572545,40.8129319,-73.9236172,62,0
ffc2ed14-25f2-35b9-9220-ca4dc5f3c7f8,e16fb9da-8c07-3807-ac65-1cbc71b44f64,Esperanza675 Flórez858,F,GENERAL PRACTICE,152 N OCEAN AVE,PATCHOGUE,NY,117722004,40.7684853,-73.01537370825243,27,0
ca558770-36e6-3865-89f5-71e4ba30c55e,acec072f-5386-3109-adbc-d54157fcdf4e,Freddie621 Balistreri607,M,GENERAL PRACTICE,504 MEDFORD AVE,PATCHOGUE,NY,117721321,40.7861902,-73.00928769745859,83,0
a16aaa55-1d6b-3842-b754-7de06a63f17d,08f1dd3a-55fd-3051-8fdc-3ddf01ea95a2,Dawne25 Williamson769,F,GENERAL PRACTICE,24 KNIGHTS CIR,NEWBURGH,NY,125502422,41.5321106,-74.0984443,98,0
0be926c7-871b-3a13-bde3-f9d170098948,82764818-2667-3947-b461-57f89657ebdc,Gerri75 D'Amore443,F,GENERAL PRACTICE,2865 BRIGHTON 3RD STREET,BROOKLYN,NY,112356762,40.58139305,-73.96537379073294,1,0
7db95e07-98fa-30a8-8ed2-224b46e950c3,94859652-64fa-3675-99f1-829a54ab66a7,Caridad510 Aguirre875,F,GENERAL PRACTICE,5 DAKOTA DRIVE   SUITE 200,NEW HYDE PARK,NY,110421109,40.76200345,-73.6907330590347,3,0
b46a587a-40e2-3570-9a58-333e8ed8240e,458fd460-a026-3493-9781-fbcea3918722,Chrissy459 Tremblay80,F,GENERAL PRACTICE,5 SUNRISE PLZ STE 103,VALLEY STREAM,NY,115806130,40.6604899,-73.70261925832608,49,0
48b5f20b-2094-325e-8553-9590bee9a054,b8b564b4-e131-3f16-8f86-d61710090bf6,Amalia471 Sosa986,F,GENERAL PRACTICE,160 WATER ST FL 9,NEW YORK,NY,100385037,40.7127281,-74.0060152,29,0
af39bfbf-dda2-3242-b0a1-2d7185e02f33,0edd9ad3-2145-3925-adfb-3817a3b65054,Randa356 Ebert178,F,GENERAL PRACTICE,598 COLUMBIA TPKE,EAST GREENBUSH,NY,120611622,42.5987667,-73.7102148,2,0
74238d05-016a-3550-8fe9-40957c3e5f27,f6ee174f-6fc6-35b9-9f81-351976f11960,Eloisa55 Strosin214,F,GENERAL PRACTICE,220 EAST 42ND STREET,STATEN ISLAND,NY,103143404,40.5834557,-74.1496048,6,0
b2a62aaa-5881-3a89-a470-c42d2a724dec,f5f58091-29a8-366d-ba8f-4d8b2d4a42cf,Houston994 Funk324,M,GENERAL PRACTICE,780 ALBANY SHAKER ROAD,ALBANY,NY,122111058,42.73601298285676,-73.80782824071177,7,0
a88f8c7f-ed74-392e-8a45-21746eeba8b2,8c7e2db3-170c-3608-be79-957c22553c25,Lincoln623 Wintheiser220,M,GENERAL PRACTICE,5834 MAIN ST,FRESH MEADOWS,NY,113654123,40.7348246,-73.7934668,79,0
d283da20-b819-383e-9e6a-d52c8925c932,673ff2e5-643b-38bf-a2b2-b116532733a3,Sharyl439 Williamson769,F,GENERAL PRACTICE,1690 BRYANT AVENUE,BRONX,NY,104605300,40.83567315,-73.88516990422589,35,0
a2cab7d4-6ebd-35e4-9305-3c8c002a4ae0,d9a92202-782c-340d-9db3-0c9a643452ec,Dean966 Lubowitz58,M,GENERAL PRACTICE,378 SYOSSET WOODBURY ROAD,WOODBURY,NY,117971200,40.82357985,-73.47208434904651,4,0
e7b07868-c19d-3079-a4ec-ce1601a0d630,b14efdef-15b8-3b2c-b789-c7d7c3e52ca7,Jake169 Beahan375,M,GENERAL PRACTICE,2359 N TRIPHAMMER RD,ITHACA,NY,148501059,42.4860764,-76.4862206,63,0
a419cef8-894a-3ef1-879a-8a014faecd81,6ddd92b5-62ec-398b-af29-1c38e2448ea7,Harriett813 Ratke343,F,GENERAL PRACTICE,303 E RIVER RD,OSWEGO,NY,131266400,43.444761799999995,-76.49261410123921,1,0
22114d08-4b6e-370f-a37e-63b0c0f72d5f,67971536-c7c2-3d2b-99c8-51afab90e025,Gustavo235 Marks830,M,GENERAL PRACTICE,666 KAPPOCK ST,BRONX,NY,104637704,40.880329700000004,-73.91894634348739,2,0
7c6d3044-aa3a-3af4-b420-a49a22683843,18df3043-b091-30ef-a179-254c9974230b,Genevie117 Mertz280,F,GENERAL PRACTICE,670 WHITE PLAINS ROAD   SUITE 213,SCARSDALE,NY,105835025,40.964521,-73.748235,1,0
bc4bf981-660b-3afc-9db9-46ef186a02bc,bff569bd-d6cb-300f-82ba-742ab6ebdfd1,Oliver401 Homenick806,M,GENERAL PRACTICE,602 HUDSON ST,ITHACA,NY,148505752,42.433020150000004,-76.49210002961802,1,0
7e30ef90-c3e9-3678-88c4-a4fd1b16282e,9deb31ac-0bac-3dad-bab2-90617a9598ee,Dinah304 Kub800,F,GENERAL PRACTICE,154 WADSWORTH AVENUE,NEW YORK,NY,100334811,40.8497434,-73.9352149,75,0
8ce13785-82c0-360e-a4a0-d947a1c0edf1,601033e3-f3ab-38ac-b55f-71f1fa73cf90,Gladis186 Brekke496,F,GENERAL PRACTICE,530 WEST 166TH STREET   3RD FLOOR,NEW YORK,NY,100324208,40.8392644,-73.9396018,17,0
7522590a-b240-375a-9edb-4657ae9f0810,6f653dc7-63ed-3275-8e60-467baa3df431,Joel444 Walsh511,M,GENERAL PRACTICE,154 CHRISTOPHER STREET  2ND FLOOR,NEW YORK,NY,100142840,40.732538,-74.008771,42,0
c813100f-aea9-3fba-91d7-83d317f4d1a9,c19074dd-2f22-3bb4-9d2d-3708a59ec6e5,Bradly656 Hessel84,M,GENERAL PRACTICE,540 WHITE PLAINS RD,TARRYTOWN,NY,105915132,41.06066585,-73.84057410145188,1,0
85b8eca2-882b-3b7f-824c-42e8db908e27,3d0caf4d-4c72-3b9c-a9b3-566dcca10990,Ryan260 Adams676,M,GENERAL PRACTICE,1740 EASTCHESTER RD,BRONX,NY,104612300,40.8466508,-73.8785937,6,0
03409081-abe2-3258-9691-6ef1839da619,5550dfb3-827a-31bb-bf38-bc5a4c245ff9,Kathline630 Wiegand701,F,GENERAL PRACTICE,205 STATE STREET ROAD,CANTON,NY,136173302,44.6127014,-75.1617961,1,0
2283d58c-08ad-3181-b2ca-24641135d397,47a1e751-7b96-3f23-bb2c-c93137eb7c1b,Fabiola106 Schneider199,F,GENERAL PRACTICE,100 E TUPPER ST,BUFFALO,NY,142031315,42.89300337037037,-78.86939775925926,86,0
f3185d64-9d16-3769-9c19-3eeb50ace241,83cf0a70-131b-3215-8809-63bb9cd1ce74,Millicent213 Mertz280,F,GENERAL PRACTICE,WARDS ISLAND,NEW YORK,NY,100356000,40.7876012,-73.9254149,354,0
7b12ed29-8289-36db-a43d-2eea95a699ed,b61bc7b6-82f3-3a3a-a411-fabf3a1ce030,Valene773 Ankunding277,F,GENERAL PRACTICE,246 HAMBURG TPKE,NEW YORK,NY,100251716,42.7940839,-78.8468948,130,0
4b5277ee-1e1e-3b40-a11a-2516fe4edce7,ca74ebff-57dd-361f-b750-a35245fb6ca5,Keshia89 Balistreri607,F,GENERAL PRACTICE,1752 PARK AVE,NEW YORK,NY,100352811,40.8030121,-73.9410468,4,0
defc40d6-4662-3d02-ae06-350d64dd8cf1,f29583da-8f4b-37c8-9ae1-998f620e0d03,Patrick786 Predovic534,M,GENERAL PRACTICE,34 FIELDVIEW LN,EAST HAMPTON,NY,119372902,40.9777474,-72.20441295,52,0
dc349b7d-c67f-3eec-acd0-45bd787328ed,e492a961-24a4-3592-a185-11238c0f5a1f,Karry11 Tillman293,F,GENERAL PRACTICE,2882 W 15TH ST,BROOKLYN,NY,112242770,40.577143449999994,-73.98307620249595,30,0
13ea9ea7-90ad-3aaf-b736-e79ec5e5953b,96ce9ebd-3ef8-373a-ae80-07d18f2f4259,Codi873 Bogisich202,F,GENERAL PRACTICE,1400 NOYES ST,UTICA,NY,135023802,43.10406515,-75.25672353701063,170,0
5957a6c9-e859-3119-88a7-a25ce218f033,3d1d0cc9-7803-3e83-9b8f-d86e03484789,Amina496 Larkin917,F,GENERAL PRACTICE,900 INTERVALE AVENUE,BRONX,NY,104594240,40.819035,-73.896044,2,0
d7b25853-a326-36c4-94b3-8f9af3e994e1,5be986ed-3554-3ddb-bf23-027d9952a462,Rodrigo242 Patiño436,M,GENERAL PRACTICE,105 WEST MAIN STREET,PATCHOGUE,NY,117723003,40.76593559649123,-73.01763957894737,4,0
3bfcb369-61fa-393c-9ec7-28a14fdb3af2,9f0591f7-efe2-31c4-b5f5-befa4a026070,Ashley34 Schneider199,M,GENERAL PRACTICE,103 WEST MAIN STREET,PATCHOGUE,NY,117723003,40.76593373684211,-73.01761142105264,16,0
ab10d5dd-faeb-32da-bcf1-0c379d20d891,44c82453-a471-3f70-adea-9225f222af97,Lourdes258 Streich926,F,GENERAL PRACTICE,1229 TRUMANSBURG ROAD,ITHACA,NY,148501313,42.46313995,-76.53209787401246,12,0
5cd6676f-2049-33f2-aef6-2ef9d1eda166,f0692249-2296-3be2-9ce4-562167fe9736,Blanca837 Montañez267,F,GENERAL PRACTICE,FIRST AVENUE & 16TH STREET,NEW YORK,NY,100033105,42.7464917,-73.7539409,209,0
d83125dd-a718-335f-8141-63ad7fde36fd,050ed7ef-4967-3d82-8530-0e70cfe6d2d9,Lesa839 Hirthe744,F,GENERAL PRACTICE,14-140 JFK TENANT 4,JAMAICA,NY,11430,40.7029134,-73.8006429,3,0
86544d41-7088-3cff-8564-b2f8aea003d8,09ce40c3-fe6d-3a0c-9bd8-a402c1bfce17,Gustavo235 Posada6,M,GENERAL PRACTICE,4295 HEMPSTEAD TPKE,BETHPAGE,NY,117145713,40.749517,-73.485536,167,0
9e03d598-ead2-3dcb-a4ce-752632bd4d35,61c6bdbd-0f4b-3944-a6ff-fd2db8061eef,Salvador46 Dooley940,M,GENERAL PRACTICE,124 SALISBURY STREET,SANDY CREEK,NY,13145,43.64619171428571,-76.07424885714286,55,0
9949a863-99a6-3103-b937-fe373ed50228,a75bc5a7-4318-3f53-a8a0-463ab7771d3b,Tiesha180 Maggio310,F,GENERAL PRACTICE,2705 MERMAID AVE,BROOKLYN,NY,112242005,40.5757797,-73.9935751,43,0
d6f01739-2d16-3c43-9700-e7986f7800ce,9ea239fb-7b1a-3a9e-a481-f7a576b736c0,Hosea56 Schoen8,M,GENERAL PRACTICE,2280 N OCEAN AVE,FARMINGVILLE,NY,117382911,40.8260314,-73.0212196,65,0
9c98e0dd-0596-3d1f-aa4b-f971b0e13d2b,35091932-b3c1-3e62-bad6-edc492a64a93,Valentine262 Leannon79,M,GENERAL PRACTICE,82 HOLLAND STREET,ROCHESTER,NY,146052131,43.1693084,-77.6021541,52,0
086e9d07-fc86-3c21-87d2-ee82f6b7d872,dfd5ddbc-119e-3719-afb8-328d20ebea01,Earlean804 Larson43,F,GENERAL PRACTICE,18215 HILLSIDE AVE,JAMAICA,NY,114324853,40.7092969,-73.7972418,1,0
ba2c42cb-8394-3394-b1c3-3119592dc4eb,ff5c70d2-d5ba-35a4-80e9-15383521c34f,Jarrod316 Weber641,M,GENERAL PRACTICE,197 HALF  HOLLOW ROAD,DIX HILLS,NY,117465861,40.7935669,-73.38400841568122,147,0
9e51c19f-8e8a-30aa-abd2-b93ed05ad6da,ffd68726-932b-35be-8aaf-89a901238156,Mable471 Brown30,F,GENERAL PRACTICE,3594 E TREMONT AVE,BRONX,NY,104652032,40.8288327,-73.82497473801035,2,0
d207c7b0-593f-3820-9870-39a7b086f878,42a8b334-af95-36d7-ba2f-61da9e61f771,Geraldo282 Beer512,M,GENERAL PRACTICE,700 WHITE PLAINS RD,BRONX,NY,104732634,40.8203083,-73.8575526,4,0
1abcc58f-bd93-3bdf-9287-9b1f0eaa35e8,24f3948f-92aa-3d1f-a995-d9851a4fa7f2,Elvin140 Hoppe518,M,GENERAL PRACTICE,56-45 MAIN STREET,JAMAICA,NY,114353109,40.7029134,-73.8006429,360,0
f5869ab1-9b18-3597-9459-01907250e54c,e991fa4f-de3f-3634-912a-b167dc2ed3ac,Hortensia953 Hills818,F,GENERAL PRACTICE,691 E 138TH ST,BRONX,NY,104543307,40.8052916,-73.9134325,30,0
ea9d40d8-36b8-3d0b-9469-a706e6583179,27c1e089-9b81-3b45-8db3-acaac6dd5e47,Marisol435 Soria950,F,GENERAL PRACTICE,1 E ROE BLVD,WEST BABYLON,NY,117043234,40.7126585,-73.3536779,24,0
ea61e7e4-5624-3097-9ad4-77487163bbf3,7817d202-f222-3240-a105-788a9a60455e,Francisco472 Hoeger474,M,GENERAL PRACTICE,3274 STEINWAY ST FL 1,ASTORIA,NY,111034006,40.7720145,-73.9302673,7,0
10261ce1-69a1-36d0-8f9a-1f004dc0e72e,f9b77889-07e2-3b8f-9ca4-1426968a7a64,Cherlyn665 Cremin516,F,GENERAL PRACTICE,217 N AURORA ST,ITHACA,NY,148504345,42.4410732,-76.4954892,244,0
7350e99d-80e1-3f6e-84f7-de1bae69c335,efc9b5fa-9205-395f-b9cb-c4216b43b6f7,Danika134 Herman763,F,GENERAL PRACTICE,150 BROADWAY,NEW YORK,NY,100384400,42.686892,-73.7305029,53,0
897763fd-573f-3411-bda5-c6524b00d575,72d279b8-5333-3dfd-824a-d6e54435fb3e,Regena252 Huel628,F,GENERAL PRACTICE,1740 EASTCHESTER RD,BRONX,NY,104612300,40.8466508,-73.8785937,117,0
9139f1e2-89ad-3285-aea7-90b921ed1944,dc9b4c4c-79d7-3a31-9e65-f99f883222c2,Weston546 Hirthe744,M,GENERAL PRACTICE,99 SUNNYSIDE BLVD,WOODBURY,NY,117972946,40.79985625,-73.47872420718284,10,0
acb1baf1-7fcb-3bed-922c-0af4388af374,0631170c-e372-3812-8feb-240769af7985,Claudette391 Eichmann909,F,GENERAL PRACTICE,501 HURLEY AVENUE,HURLEY,NY,124435124,41.933634,-74.0483934,48,0
fbd6b1ac-d9c3-3793-a012-dbb41e0ce9bf,29e066ef-b2de-3c2f-b9a4-503ffe7e8a92,Georgie506 Gerhold939,F,GENERAL PRACTICE,26004 80TH AVE,GLEN OAKS,NY,110041502,40.744861,-73.711115,33,0
bfc7a427-e358-33b6-9309-8b28617ee2b4,6971cdf6-2e41-3059-b2d5-3b238baf4376,Janine159 Gulgowski816,F,GENERAL PRACTICE,1 FAMILY PRACTICE DRIVE,KINGSTON,NY,124016449,41.9169239,-74.0155369,3,0
aa21a04a-5f7b-3835-8ec0-843b85d4849e,dc431c41-e63b-33be-9ace-3f6881c3555b,Carl856 Bode78,M,GENERAL PRACTICE,37 DIETZ ST,WALTON,NY,138561218,42.1695296,-75.1293351,61,0
d635ab5d-0913-347f-9199-c5d6195c1dec,fbbe8cfc-0097-3138-9d38-f7d5d00e7751,Kerrie266 Legros616,F,GENERAL PRACTICE,1762 CENTRAL AVE,ALBANY,NY,122054773,42.7274093,-73.8448097,24,0
5a27f300-90d6-3749-87aa-a2c5a43ae3c1,9439c35c-fab9-35eb-a861-b680b6c77024,Edmundo94 Eichmann909,M,GENERAL PRACTICE,1400 PELHAM PARKWAY SOUTH,BRONX,NY,104672410,40.8545669,-73.84585054557537,96,0
baec37a4-4987-38a5-a04c-68d61acfeecd,5fee84d0-af74-371a-a616-ca6f90a2f72c,Warren653 Terry864,M,GENERAL PRACTICE,11711 MYRTLE AVE,RICHMOND HILL,NY,114181751,40.7009437,-73.8401843,33,0
168e0946-6c84-3c75-a083-2d6092451709,f1349e22-25bd-34f2-9ac4-de9686b89c09,Blair400 Stamm704,M,GENERAL PRACTICE,7785 N STATE ST,LOWVILLE,NY,133671229,43.7957066,-75.49917914447636,1,0
91084211-0547-3099-bf28-118505c2194b,8e80b8fd-afb3-369e-bee8-c38008491b81,Sau887 Thompson596,F,GENERAL PRACTICE,919 2ND AVE,WEST HAVERSTRAW,NY,109931047,41.2095941,-73.9852994,28,0
4cb6e617-d8a7-36eb-846a-96729238eaf1,523267e3-6aeb-308d-b70b-79bd8e76a6b1,Andy346 Waelchi213,M,GENERAL PRACTICE,219 E 121ST ST,NEW YORK,NY,100353018,40.80087725,-73.93657607570564,40,0
b8fb3cc7-1b4f-3cbd-9465-3c0369dcec3c,bec4b887-4ae9-3608-8f28-a8ff702939d2,Amalia471 Santacruz647,F,GENERAL PRACTICE,457 GAFFNEY DR,WATERTOWN,NY,136011834,43.9870306,-75.9398622,74,0
ccbd9a04-b89e-3b9c-a9e2-f203fe018f3c,580364cd-685c-3c2f-a91c-0f5b79fd9e29,Andrea7 Quiroz936,F,GENERAL PRACTICE,3858 STATE ROUTE 13,PULASKI,NY,131422400,43.567014,-76.127703,48,0
