Practitioner NPI,Name,Organization NPI,Code,Specialty
454973919355,Dr. Vanita165 Bartell116,264784275451,provider,GENERAL PRACTICE
380993425353,Dr. Quinton758 Kuhic920,231816991688,provider,GENERAL PRACTICE
250022912362,Dr. Yajaira121 Hettinger594,710349929455,provider,GENERAL PRACTICE
508208314990,Dr. Wendell199 Blanda868,106770353988,provider,GENERAL PRACTICE
427422630988,Dr. Waylon572 Kovacek682,745477592409,provider,GENERAL PRACTICE
734440521474,Dr. Isaiah615 Trantow673,915708866277,provider,GENERAL PRACTICE
745364737403,Dr. Emory494 Sawayn19,830860300376,provider,GENERAL PRACTICE
609620205488,Dr. Karl184 Rolfson709,496014904030,provider,GENERAL PRACTICE
597512467325,Dr. Denisha680 Schmitt836,117478135126,provider,GENERAL PRACTICE
134664602614,Dr. Hector463 Boyer713,925032248461,provider,GENERAL PRACTICE
150432251101,Dr. Elmer371 Gusikowski974,978874278495,provider,GENERAL PRACTICE
809662272598,Dr. Seymour882 Spinka232,191926434416,provider,GENERAL PRACTICE
640525707092,Dr. Leandro563 Bahringer146,147272427129,provider,GENERAL PRACTICE
306592619208,Dr. Bobby524 Goldner995,109320864074,provider,GENERAL PRACTICE
757113635086,Dr. Niesha86 Friesen796,325756846217,provider,GENERAL PRACTICE
965532576182,Dr. Lola232 Hidalgo930,855956775438,provider,GENERAL PRACTICE
149959669473,Dr. Patty600 Bashirian201,384154892736,provider,GENERAL PRACTICE
981245586266,Dr. Sherwood961 Berge125,332898751717,provider,GENERAL PRACTICE
268643125578,Dr. Isidro558 Kling921,538114434992,provider,GENERAL PRACTICE
318469874125,Dr. Fredric73 Hills818,460584775540,provider,GENERAL PRACTICE
231901442928,Dr. Arron144 Koelpin146,610129130216,provider,GENERAL PRACTICE
628569795654,Dr. José Eduardo181 Apodaca347,917127770495,provider,GENERAL PRACTICE
584761553524,Dr. Blanca837 Peña909,287884488671,provider,GENERAL PRACTICE
859649789805,Dr. Ardella559 Lesch175,752244127755,provider,GENERAL PRACTICE
680165704781,Dr. Salley758 Little434,244930963617,provider,GENERAL PRACTICE
481293395663,Dr. Anita473 de Anda129,498267291021,provider,GENERAL PRACTICE
191229131832,Dr. Norbert530 Reinger292,100434248511,provider,GENERAL PRACTICE
793836769361,Dr. Luisa710 Vargas494,446191854206,provider,GENERAL PRACTICE
477097685497,Dr. Isabela97 Linares712,238451664478,provider,GENERAL PRACTICE
532341571812,Dr. Vernita491 Luettgen772,771792617457,provider,GENERAL PRACTICE
517625184755,Dr. Matthew562 Cole117,707889650470,provider,GENERAL PRACTICE
850498103053,Dr. Wynell591 Mayert710,619518557460,provider,GENERAL PRACTICE
602095140554,Dr. Nathanial472 Mitchell808,731178831231,provider,GENERAL PRACTICE
741698944402,Dr. Irene779 Arreola736,205186298440,provider,GENERAL PRACTICE
200596209532,Dr. Harlan808 Langosh790,995309691915,provider,GENERAL PRACTICE
821490973885,Dr. Randell912 Marvin195,375275138033,provider,GENERAL PRACTICE
191128160250,Dr. Sonia106 Almonte426,463992781661,provider,GENERAL PRACTICE
455410967016,Dr. Ashley34 Terry864,191223189167,provider,GENERAL PRACTICE
208877961249,Dr. Phung894 Williamson769,578396211246,provider,GENERAL PRACTICE
144960376221,Dr. Chanda935 Champlin946,546508696642,provider,GENERAL PRACTICE
758969630676,Dr. Ángela136 Olvera69,560345730593,provider,GENERAL PRACTICE
825479696382,Dr. Manuel446 Ondricka197,480111723949,provider,GENERAL PRACTICE
767042254404,Dr. Stephane228 Lesch175,481145353076,provider,GENERAL PRACTICE
455945225464,Dr. Wanetta360 Schumm995,396534341222,provider,GENERAL PRACTICE
994654860602,Dr. Cletus494 Lesch175,165545508587,provider,GENERAL PRACTICE
903888189575,Dr. Todd315 Steuber698,179761312265,provider,GENERAL PRACTICE
725041661559,Dr. Gregorio366 García15,181429477880,provider,GENERAL PRACTICE
884451600258,Dr. Don899 Kulas532,215489407694,provider,GENERAL PRACTICE
804004342434,Dr. Serena400 Littel644,911400627767,provider,GENERAL PRACTICE
442042217996,Dr. Víctor493 Zambrano764,917798261143,provider,GENERAL PRACTICE
184828893799,Dr. Yolanda648 Lira652,101971642835,provider,GENERAL PRACTICE
422150186694,Dr. Chester802 Jaskolski867,765139646919,provider,GENERAL PRACTICE
699399958385,Dr. Nickolas58 Schumm995,515280877481,provider,GENERAL PRACTICE
318733556152,Dr. Sean831 Will178,306275526738,provider,GENERAL PRACTICE
383179793012,Dr. Alfonso758 Corrales691,406190539218,provider,GENERAL PRACTICE
673094876441,Dr. Graig740 Balistreri607,710084492155,provider,GENERAL PRACTICE
428900915389,Dr. Benito209 Ocasio180,643272371905,provider,GENERAL PRACTICE
643557667478,Dr. Neal874 Bogisich202,604102408932,provider,GENERAL PRACTICE
111544487398,Dr. Sal878 Lehner980,625476676403,provider,GENERAL PRACTICE
382454306143,Dr. Ramón841 de Anda129,601080151290,provider,GENERAL PRACTICE
878952988332,Dr. Marth98 Mayer370,821805912365,provider,GENERAL PRACTICE
840162878120,Dr. Russel238 O'Reilly797,777571558142,provider,GENERAL PRACTICE
859658571262,Dr. Porsche32 Carter549,356824702144,provider,GENERAL PRACTICE
728628535796,Dr. Harry448 Abshire638,466585700383,provider,GENERAL PRACTICE
813066359846,Dr. Rodney21 Eichmann909,919732632480,provider,GENERAL PRACTICE
482547407125,Dr. Eldridge510 Weissnat378,663220737253,provider,GENERAL PRACTICE
894839905078,Dr. Sanda877 Conroy74,745559501072,provider,GENERAL PRACTICE
744683687202,Dr. Abdul218 White193,772172539796,provider,GENERAL PRACTICE
200748828888,Dr. Vina438 Grimes165,250039802295,provider,GENERAL PRACTICE
116771287236,Dr. Carlos172 Henríquez109,660907742892,provider,GENERAL PRACTICE
508979167114,Dr. Calandra120 Hackett68,266623741914,provider,GENERAL PRACTICE
711653897570,Dr. Reina25 Bravo546,915256350852,provider,GENERAL PRACTICE
621317919908,Dr. Aaron697 Goyette777,701068612018,provider,GENERAL PRACTICE
189619459774,Dr. Heriberto162 Ondricka197,724731244315,provider,GENERAL PRACTICE
339921663788,Dr. Robyn562 Jast432,891780824165,provider,GENERAL PRACTICE
639524123966,Dr. Magdalen131 Feeney44,586866156587,provider,GENERAL PRACTICE
632393793592,Dr. Fritz267 MacGyver246,526979239221,provider,GENERAL PRACTICE
768330810028,Dr. Bernardo699 Zavala169,487464486376,provider,GENERAL PRACTICE
261625199740,Dr. Tashina114 Kessler503,507040473094,provider,GENERAL PRACTICE
345286428300,Dr. See995 Stoltenberg489,340413396113,provider,GENERAL PRACTICE
796660898289,Dr. Harley673 Erdman779,969290378266,provider,GENERAL PRACTICE
816211329839,Dr. Broderick767 Little434,309722406290,provider,GENERAL PRACTICE
771969352488,Dr. Sammie902 Hermann103,737013213229,provider,GENERAL PRACTICE
897286745138,Dr. Kraig824 Kuhlman484,441890610299,provider,GENERAL PRACTICE
945741762359,Dr. Jules135 Emard19,910282685573,provider,GENERAL PRACTICE
677608674736,Dr. Ray930 Zulauf375,209348583385,provider,GENERAL PRACTICE
485200487225,Dr. Florencia449 Sáenz811,874327524149,provider,GENERAL PRACTICE
933055163339,Dr. Lamar193 Durgan499,875977882525,provider,GENERAL PRACTICE
233192629717,Dr. Zelma45 Kemmer137,981164856951,provider,GENERAL PRACTICE
501699795108,Dr. Jackelyn13 Pacocha935,571724246705,provider,GENERAL PRACTICE
405414800609,Dr. Ernesto186 Davis923,924324974566,provider,GENERAL PRACTICE
608909472996,Dr. Margarita164 Rangel145,773726601727,provider,GENERAL PRACTICE
314813980427,Dr. Sondra191 Zieme486,982593320208,provider,GENERAL PRACTICE
761188109596,Dr. Elliot577 Daugherty69,381309545099,provider,GENERAL PRACTICE
988112204802,Dr. Nam74 Fay398,594523737645,provider,GENERAL PRACTICE
399945263584,Dr. Aja848 McKenzie376,440790576390,provider,GENERAL PRACTICE
597302913576,Dr. Natalia964 González124,598120333509,provider,GENERAL PRACTICE
581946366783,Dr. Ernest565 Davis923,651673866275,provider,GENERAL PRACTICE
441684158134,Dr. Efren426 Hauck852,312495244444,provider,GENERAL PRACTICE
579817365179,Dr. Brittanie254 Barrows492,574198585704,provider,GENERAL PRACTICE
176793235618,Dr. Nicholas495 Greenfelder433,468595417157,provider,GENERAL PRACTICE
804847514734,Dr. Christie481 Roberts511,831309681361,provider,GENERAL PRACTICE
701779235886,Dr. Yolanda648 Orellana194,269353365608,provider,GENERAL PRACTICE
878650476072,Dr. Alanna27 Beahan375,906453870818,provider,GENERAL PRACTICE
457500112163,Dr. Rachael540 Moore224,833289894706,provider,GENERAL PRACTICE
962591325644,Dr. Percy315 Walker122,846626231026,provider,GENERAL PRACTICE
283833220622,Dr. Alfredo17 Lesch175,491630430489,provider,GENERAL PRACTICE
467776541888,Dr. Sherman440 Ferry570,267621917407,provider,GENERAL PRACTICE
834324430406,Dr. Gertrud593 Kuhic920,559197876659,provider,GENERAL PRACTICE
500696250844,Dr. Sebastian508 Rowe323,316430587608,provider,GENERAL PRACTICE
418101573937,Dr. José Luis472 Armijo730,781578992942,provider,GENERAL PRACTICE
442744826886,Dr. Erich201 Becker968,425056842870,provider,GENERAL PRACTICE
358252262772,Dr. Shizuko29 Erdman779,887832339991,provider,GENERAL PRACTICE
361710731518,Dr. Glen190 Klein929,777356444124,provider,GENERAL PRACTICE
286441298237,Dr. Madeline975 Friesen796,447012508281,provider,GENERAL PRACTICE
714460525948,Dr. Denver542 Grant908,843456304472,provider,GENERAL PRACTICE
350237562102,Dr. Kemberly945 Hessel84,725972224665,provider,GENERAL PRACTICE
716383538461,Dr. Marcela739 Báez684,204213836920,provider,GENERAL PRACTICE
747098961203,Dr. Jim478 Goyette777,216739452559,provider,GENERAL PRACTICE
263905762890,Dr. Berta524 Vigil207,791994543501,provider,GENERAL PRACTICE
900059577413,Dr. Leigh689 Kreiger457,166796664690,provider,GENERAL PRACTICE
335926305211,Dr. Octavio643 Cortez851,951402924652,provider,GENERAL PRACTICE
438191342126,Dr. Gil594 Hettinger594,519003139210,provider,GENERAL PRACTICE
440553311871,Dr. Alonzo487 Reynolds644,323608554944,provider,GENERAL PRACTICE
723015164675,Dr. Toby274 Corkery305,152251544043,provider,GENERAL PRACTICE
427568241720,Dr. Norma469 Zarate81,289793397153,provider,GENERAL PRACTICE
471516677482,Dr. Lakeesha370 Hirthe744,792523283150,provider,GENERAL PRACTICE
906820660180,Dr. Alicia629 García15,575096626467,provider,GENERAL PRACTICE
105881289267,Dr. Wanita14 Larson43,603788102276,provider,GENERAL PRACTICE
769541111565,Dr. Raymond398 Schuster709,528897460633,provider,GENERAL PRACTICE
417156203404,Dr. Jorge Luis88 Villegas15,305545143338,provider,GENERAL PRACTICE
999706603469,Dr. Jorge203 Deleón21,239355963805,provider,GENERAL PRACTICE
707137612401,Dr. Elwanda490 Little434,899101923401,provider,GENERAL PRACTICE
820151463082,Dr. Jeff859 Sanford861,383880754289,provider,GENERAL PRACTICE
331545594432,Dr. Mayola305 Hauck852,769860193604,provider,GENERAL PRACTICE
291206965881,Dr. Luna60 Swift555,472358632990,provider,GENERAL PRACTICE
121928492859,Dr. Dannie881 Reichert620,380697776655,provider,GENERAL PRACTICE
988631114337,Dr. Marisol435 Covarrubias273,748482745446,provider,GENERAL PRACTICE
117818300528,Dr. Samuel331 Quiñónez764,887486779271,provider,GENERAL PRACTICE
384167947709,Dr. Leopoldo762 Schmeler639,789490336635,provider,GENERAL PRACTICE
975757857294,Dr. Anita473 Toledo81,938323431679,provider,GENERAL PRACTICE
911121901845,Dr. Halina47 Bahringer146,887633878120,provider,GENERAL PRACTICE
357016519642,Dr. Emilee283 Halvorson124,459104653714,provider,GENERAL PRACTICE
850035215740,Dr. Ronni748 Harris789,201448636729,provider,GENERAL PRACTICE
170037526792,Dr. Nikia872 Williamson769,760872195093,provider,GENERAL PRACTICE
956106791642,Dr. Omar359 Gottlieb798,946285118845,provider,GENERAL PRACTICE
907841764914,Dr. Cindie288 Dach178,420998848465,provider,GENERAL PRACTICE
939024206838,Dr. Houston994 Olson653,773558689811,provider,GENERAL PRACTICE
955190596083,Dr. Antonia30 Schiller186,981827285390,provider,GENERAL PRACTICE
626584347550,Dr. Jon665 Heidenreich818,878124361749,provider,GENERAL PRACTICE
661895349046,Dr. Denna536 Conroy74,745380693938,provider,GENERAL PRACTICE
550826263771,Dr. Nathan164 Bode78,930318435073,provider,GENERAL PRACTICE
659382989755,Dr. Emory494 Schuster709,331474156668,provider,GENERAL PRACTICE
618047355446,Dr. Lourdes258 Menéndez746,268710126653,provider,GENERAL PRACTICE
289735562383,Dr. Carl856 King743,271820731119,provider,GENERAL PRACTICE
740041964083,Dr. Randal152 Simonis280,152562161745,provider,GENERAL PRACTICE
654031328806,Dr. Margarito178 Welch179,351307472599,provider,GENERAL PRACTICE
218744716394,Dr. Chelsie189 King743,351307472599,provider,GENERAL PRACTICE
156983787128,Dr. Tierra831 Gusikowski974,500344875861,provider,GENERAL PRACTICE
438822135760,Dr. Kelsey155 Barton704,428735133198,provider,GENERAL PRACTICE
284385619181,Dr. Angel97 Stoltenberg489,500326670288,provider,GENERAL PRACTICE
354756798059,Dr. Rochell365 Stehr398,528212847301,provider,GENERAL PRACTICE
201059779460,Dr. Enoch803 Gleason633,178619268151,provider,GENERAL PRACTICE
537983780828,Dr. Gaston250 Hilll811,379839661726,provider,GENERAL PRACTICE
735214441418,Dr. Matthew562 Boyer713,561459521750,provider,GENERAL PRACTICE
807405114562,Dr. Marleen824 Ziemann98,892800700644,provider,GENERAL PRACTICE
275646787702,Dr. Hunter736 Marquardt819,476871245814,provider,GENERAL PRACTICE
776925380829,Dr. Elisa944 Salgado989,639558162107,provider,GENERAL PRACTICE
463078541282,Dr. Esperanza675 Guzmán14,546222682079,provider,GENERAL PRACTICE
755259613443,Dr. Wilbur107 Lehner980,470718602513,provider,GENERAL PRACTICE
462998609812,Dr. Kai187 Mann644,635786877190,provider,GENERAL PRACTICE
152675760382,Dr. Jaime666 Nicolas769,397984355209,provider,GENERAL PRACTICE
617701204045,Dr. Brendan864 Mann644,788563643570,provider,GENERAL PRACTICE
244390793524,Dr. Dante562 Reinger292,788895342805,provider,GENERAL PRACTICE
992092214943,Dr. Germán350 Arenas932,104142977380,provider,GENERAL PRACTICE
717466523915,Dr. Roseanna881 Stokes453,351307472599,provider,GENERAL PRACTICE
958713328202,Dr. Maude482 Veum823,351307472599,provider,GENERAL PRACTICE
873279660231,Dr. Joaquín233 Terán294,497881118672,provider,GENERAL PRACTICE
829249155903,Dr. Angella518 Strosin214,672110780291,provider,GENERAL PRACTICE
557778200526,Dr. Bennett146 Hartmann983,406687285581,provider,GENERAL PRACTICE
674145479878,Dr. Warren653 O'Keefe54,367629535035,provider,GENERAL PRACTICE
444022287041,Dr. Shaun461 Hintz995,964729865501,provider,GENERAL PRACTICE
780516313961,Dr. Darleen361 Rippin620,152521305135,provider,GENERAL PRACTICE
593411392699,Dr. Clyde817 Konopelski743,131927291552,provider,GENERAL PRACTICE
943877244691,Dr. Rocio28 Almonte426,778184968729,provider,GENERAL PRACTICE
698965454992,Dr. Delcie812 Casper496,460227230963,provider,GENERAL PRACTICE
205608464679,Dr. Jesús825 Ledesma253,846903188771,provider,GENERAL PRACTICE
508236418310,Dr. Jerome176 Sporer811,372903764855,provider,GENERAL PRACTICE
532323292399,Dr. Teodoro374 Koss676,376587604201,provider,GENERAL PRACTICE
924718467516,Dr. Carolina179 Báez684,192728178468,provider,GENERAL PRACTICE
820606965227,Dr. Gwyneth692 Marvin195,802738720084,provider,GENERAL PRACTICE
209745677692,Dr. Armando772 Guerrero997,573249661173,provider,GENERAL PRACTICE
156539532667,Dr. Evan94 Leuschke194,297619842027,provider,GENERAL PRACTICE
572058632753,Dr. Débora815 Quezada963,478469879582,provider,GENERAL PRACTICE
996423945469,Dr. Josh874 Cronin387,511227159239,provider,GENERAL PRACTICE
986576756560,Dr. Josefina523 Aguilera202,692274377126,provider,GENERAL PRACTICE
717516867979,Dr. Luis Miguel102 Colunga237,728589405946,provider,GENERAL PRACTICE
258800115104,Dr. Edmund685 Koss676,983070435718,provider,GENERAL PRACTICE
860206686164,Dr. Chi716 Block661,709909553355,provider,GENERAL PRACTICE
326104128472,Dr. Florencio463 Kreiger457,248687933636,provider,GENERAL PRACTICE
178079584301,Dr. Alishia395 Bashirian201,709931820609,provider,GENERAL PRACTICE
578190247275,Dr. Ivette731 Wunsch504,223780905203,provider,GENERAL PRACTICE
712658740679,Dr. Virginia437 Caballero789,223910251071,provider,GENERAL PRACTICE
643727264190,Dr. Kip442 Krajcik437,218110341717,provider,GENERAL PRACTICE
776705313477,Dr. Tommy814 Witting912,339554336972,provider,GENERAL PRACTICE
765035563882,Dr. Valene773 Carroll471,481994834204,provider,GENERAL PRACTICE
406374896170,Dr. Susana117 Martínez540,798721428321,provider,GENERAL PRACTICE
845287864101,Dr. Isidro558 Adams676,606631851310,provider,GENERAL PRACTICE
974121562569,Dr. Troy560 Lebsack687,515327511047,provider,GENERAL PRACTICE
325016680192,Dr. Raquel318 Partida347,545839921684,provider,GENERAL PRACTICE
100953756254,Dr. Caleb651 Willms744,194873353395,provider,GENERAL PRACTICE
756854975947,Dr. Zonia753 Heidenreich818,358569696506,provider,GENERAL PRACTICE
545825918144,Dr. Marcela739 Gallegos952,281304771894,provider,GENERAL PRACTICE
106563132827,Dr. Kim439 Friesen796,103741232324,provider,GENERAL PRACTICE
506818365134,Dr. Juan88 Rendón540,243469956998,provider,GENERAL PRACTICE
618383347421,Dr. Joshua658 Wolf938,773420989718,provider,GENERAL PRACTICE
645457994017,Dr. Leanora120 Pacocha935,198088182306,provider,GENERAL PRACTICE
311827696185,Dr. Daniel959 Ramos754,842628526474,provider,GENERAL PRACTICE
601452563215,Dr. Lesley194 Crooks415,715018173782,provider,GENERAL PRACTICE
942807452515,Dr. Tracey100 Hamill307,226537704266,provider,GENERAL PRACTICE
228891309213,Dr. Martín25 Batista148,965880606189,provider,GENERAL PRACTICE
964569241406,Dr. Teresa94 Nazario58,250917816008,provider,GENERAL PRACTICE
971051630545,Dr. Salvador46 Wolff180,486785636290,provider,GENERAL PRACTICE
511362966513,Dr. Whitney250 Farrell962,735506482586,provider,GENERAL PRACTICE
766570765756,Dr. Lino542 Feest103,864128667385,provider,GENERAL PRACTICE
352901200039,Dr. Jefferey580 Ritchie586,577531647572,provider,GENERAL PRACTICE
224831856978,Dr. Shela13 Schaden604,300794380363,provider,GENERAL PRACTICE
339668572821,Dr. Shela13 Crist667,157751740721,provider,GENERAL PRACTICE
769376420175,Dr. Maryetta775 Bartell116,790241662044,provider,GENERAL PRACTICE
566861777028,Dr. Virgie92 Ritchie586,238996780662,provider,GENERAL PRACTICE
221919127459,Dr. Kylee806 Romaguera67,349654772708,provider,GENERAL PRACTICE
138933771216,Dr. María Teresa440 Mesa630,338597719196,provider,GENERAL PRACTICE
427707155548,Dr. Sara501 Verdugo724,981097534897,provider,GENERAL PRACTICE
510643918687,Dr. Collene784 D'Amore443,276326522919,provider,GENERAL PRACTICE
815955436052,Dr. Isabel214 Armenta418,202943965663,provider,GENERAL PRACTICE
710982954363,Dr. Ulysses632 Ziemann98,442369993534,provider,GENERAL PRACTICE
206765315615,Dr. Fairy757 Haley279,745501944137,provider,GENERAL PRACTICE
